participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
234,2024-01-24 23:43:49,2024-01-25 0:11:57,0,100,1688,1,2024-01-25 0:11:58,R_7Eo46IeE2NBvIdt,anonymous,EN,2,5e246a245e04db6e93e22666,,2,1,3,3,1,1,3,1,4,3,3,2,2,4,3,1,1,3,3,1,3,4,2,1,5,4,4,5,,,,,,,,,,4,2,1,3,1,1,3,1,4,1,3,1,2,4,3,1,1,3,3,1,3,34,11.389,28.39,29.91,7,6,4,4,4,,"Income disparities between highly populated and affluent, and low populated areas and less affluent areas may be mitigated sometimes by other factors such as cost of living differences in these areas, Social Security benefits, for instance. ",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,2,2,5,5,5,4,4,4,4,4,1,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,6,2,3,1,1,1,7,1,1,7,4,1,4,4,6,2,4,6,7,1,4,6,4,4,1,4,3,5,4,1,2,5,3,1,5,1,85,5,6,6,6,"Sorry, I do not recall.","Some are quite concerned and actively leaning and advocating. Mainstream however, I don't believe my fellow White Americans are very concerned about racial issues or see that racial issues exist, sadly. ","I don't feel I am responsible for the issues, but I am responsible for increasing my own depth of learning and awareness about these issues now and for helping everyone in our society work together and to improve equality in our democracy.","Some are quite active and outspoken advocates. Most I'm sorry to see and to say, either don't see the issue of racism or are angry in a hidden way and don't notice or don't care about the problems that result. ","Very high—most of former 60's flower children, Peace Corps volunteers, faithful religious or spiritual participants or leaders, helping professionals and/or highly educated.","In name and written policy at least, institutions and organizations say they are committed to promoting racial awareness. But at the heart of the people within these groups, I would say that most are uninformed, misinformed, resentful, angry and/or confused.",73,1,6,3,,1,2,,21,,,,,0,,,,,
235,2024-01-25 0:30:41,2024-01-25 0:59:09,0,100,1708,1,2024-01-25 0:59:10,R_62yP8ll4EY3vCWt,anonymous,EN,2,5b15307351caaf0001228d9b,white and black individuals who graduated college show that there is very little wealth disparity between them. This means that access to education is important to income equality.,5,2,5,1,1,1,1,1,4,1,1,1,1,2,4,1,1,1,2,1,1,2,5,1,7,7,7,7,4,11.654,18.291,18.701,7,4,4,4,5,2,5,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,1,1,1,4,3,3,3,3,3,2,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,7,4,7,1,1,7,1,1,1,1,4,4,4,1,4,4,4,4,3,3,4,4,3,2,5,5,6,1,3,1,100,1,1,1,3,i think that it is very important to bridge the education gap between white and black people and allow black people greater access to education so that there can be more income equality. ,i think they are not as concerned as they should be ,i think that I have a hand because i get certain benefits because of the color of my skin,i dont think very many do because they are worried about their own lives,i think that they put some but not much importance on it,i think that I see it on social media but not as much in real life,33,1,3,2,,1,2,,21,,,,,,,2,,,
236,2024-01-25 2:37:25,2024-01-25 3:06:02,0,100,1716,1,2024-01-25 3:06:02,R_3VyA5MP3WFSXALD,anonymous,EN,2,58ae2c4ed6a2220001179f7c,"There is still an income disparity between Whites and Blacks, however when factoring in education this income disparity percentage has decreased. This shows that the key to success for both groups is access to higher education.",4,1,5,1,2,2,2,2,4,2,3,2,2,4,3,1,1,2,3,1,4,3,4,3,5,5,6,7,,,,,,,,,,3,4,3,2,2,2,3,2,4,1,3,2,2,4,2,2,3,3,3,2,3,33,8.44,37.038,39.499,5,6,6,6,6,,,2,2,2,2,3,2,2,3,1,2,2,1,7,6,7,6,1,1,2,3,7,7,7,6,2,4,2,2,4,5,5,1,1,4,3,1,2,2,3,5,2,4,2,3,2,2,1,2,2,1,1,1,1,4,5,3,2,2,1,1,1,5,2,6,2,2,6,3,3,2,6,3,4,7,3,4,7,5,5,3,3,3,5,4,2,1,1,2,2,3,1,85,2,5,3,3,"The article stated that education was the key to success for all races, which I agree with. Long ago somebody told me ""Money comes and goes, but your grades stay with you forever."" So I always tried to do my best in school. The article portrays a hope for everybody, focus on education.","There are two distinct groups of ""fellow White Americans,"" those 70% who do care, which is the group I am in, and who want to improve, who are trying to relegate racial prejudice to the past, and those 30% who know, and love, being racist and want to make sure it continues that way. Those people think it lifts them up when they push somebody else down, but the 70% know that ""a rising tide lifts all boats."" ","I am hoping I am not part of the problem but part of the solution. I have seen the racial conflicts, I used to live in Chicago. I have raised both my children to be accepting and caring about all people.","People in my community are a bunch of lowlife snobs, the rotten Republicans of Florida. I try to avoid interaction with them as much as possible, because it doesn't snow in Florida.","Everybody is concerned, and tries to treat everybody equally. We try to keep up with news articles and fight inequality, whether racial or other.","There is no commitment in my community to promote racial awareness. In fact, if they could, they'd segregate the community to make it only people they want.
Here is the great story, they were putting in a bench at the gate. One lady said that she was concerned about homeless people sleeping on the bench. This is a bench that is half a mile from the nearest bit of traffic, a homeless person would have to not only be told about it because they'd never find the bench, but then they'd have to get to it. The result was they put the stupid bar across the bench, so no homeless person could lay down on it, and the community happily paid the extra price to do this. So yes, I somewhat despise the people here.",63,1,5,2,,3,1,,21,,,,,,,,3,,
237,2024-01-25 0:26:48,2024-01-25 0:55:51,0,100,1742,1,2024-01-25 0:55:51,R_1mrxilDOtdfikag,anonymous,EN,2,632aa954e9b6a34171a5e7ed,,2,0,3,2,1,1,1,2,3,1,1,1,1,2,1,1,2,2,3,3,3,4,4,5,5,6,6,5,,,,,,,,,,4,4,2,1,2,3,2,2,3,2,2,1,1,3,3,1,1,1,3,4,3,19,35.217,39.8,40.319,5,5,4,6,7,,"Inequality among white U.S. citizens can be influenced by various factors, and it's essential to recognize the complexity of these dynamics.Differences in income, wealth, and employment opportunities can lead to economic inequalities. Factors such as education, job opportunities, and socioeconomic background play a role in shaping economic outcomes.Unequal access to quality education can result in disparities in opportunities and outcomes. Some individuals may face barriers in accessing educational resources and achieving academic success, leading to long-term effects on their career prospects.",4,3,4,4,3,4,3,4,6,5,6,5,6,5,6,5,5,4,5,5,6,5,6,5,4,3,4,4,4,5,2,4,4,2,4,4,1,3,4,3,1,3,1,2,2,3,2,3,4,3,2,3,4,5,1,6,4,4,3,4,0,3,3,6,5,5,2,6,5,6,5,6,4,5,2,6,5,6,5,6,5,6,6,4,5,3,5,4,5,4,5,40,5,4,6,5,,,I am not a racist I believe in equality,Extremely there is no place for racism,Very important role,Yes ,34,1,5,2,,1,1,,21,,,,,0,,,,,
238,2024-01-25 2:26:41,2024-01-25 2:56:02,0,100,1760,1,2024-01-25 2:56:03,R_6vmmrMbMghkwa9b,anonymous,EN,2,63e630188c3e4ac4a92b1ff5,,2,-1,1,4,3,1,2,1,3,2,4,3,3,4,2,3,1,1,2,3,4,3,3,1,5,3,4,5,19,10.112,37.865,38.822,11,5,4,3,4,3,3,1,2,1,1,1,1,3,2,4,3,3,4,3,2,1,1,3,2,4,,,,,,,,,,The article discusses the wealth gap between wealth gap between older White and Black Americans and the reasons for it.,,1,1,1,1,1,2,1,2,1,1,1,1,6,7,7,7,2,4,1,3,6,2,3,5,3,2,2,2,4,1,1,4,3,2,4,4,2,2,4,4,3,5,4,5,5,4,5,2,3,2,3,4,3,2,2,1,1,1,1,1,1,4,2,6,1,1,6,2,2,1,6,4,5,6,1,4,5,4,5,3,2,5,4,3,2,3,3,4,2,4,1,72,5,2,3,5,While I am concerned about the issues raised between different racial groups in the article I would like to see more information about the data used from different sources. I am unsure about the best way to deal with these disparities which is fair to everyone.,I think they have some concerns about racial issues. Many people discriminate against other groups of people.,Very little. Holding entire racial groups responsible for problems is an unhealthy attitude. ,I think they work on these issues to an extend. These are not the primary issues members of my community deal with in my opinion.,They place a good deal of value in understanding others and treating others equally regardless of their background.,Overall I would say to a small extend.,48,1,5,1,,5,1,,22,22,8 months ago,3,3,,,,,4,
239,2024-01-25 0:58:51,2024-01-25 1:28:18,0,100,1767,1,2024-01-25 1:28:19,R_33f14BbMNH1cgCY,anonymous,EN,2,611e687b8028e22946b055e7,,2,-1,5,1,1,2,1,1,3,3,3,1,2,3,2,2,1,3,2,2,3,3,4,1,4,3,4,5,,,,,,,,,,3,4,1,2,1,1,2,1,3,2,3,2,3,3,3,2,2,3,3,2,3,42,2.376,29.456,31.241,10,4,4,5,4,,"The article talks about the inequality in terms of earning among the middle, lower and higher classes in the country.",4,5,4,5,5,5,4,4,6,5,1,5,5,7,6,5,2,5,2,2,6,6,6,5,5,3,4,4,2,3,4,3,4,3,4,3,4,5,3,2,3,5,5,3,2,4,3,4,5,5,4,3,4,5,5,2,1,1,1,2,1,2,2,2,7,7,1,7,7,7,1,7,7,7,1,7,7,5,6,6,6,5,6,3,2,2,3,4,4,5,4,30,3,2,2,2,The article talks about the inequality among income earners i the society.,"Each person have their belief and responsibilities, it is not an obligation for anyone to be concerned about racial issues. ",I'm not in any way responsible for the inequality in earnings in the society.,"Recent times there has been protests, petitions an all in support of the racial discrimination Ofcourse people are doing more than enough to support.",It is a thing of concern actually and ofcourse we understand what it means to be a minority.,"There are commitments like support, having minorities take up posts and all.",31,1,5,1,,1,1,,21,,,,,,1,,,,
240,2024-01-25 0:26:22,2024-01-25 0:56:10,0,100,1787,1,2024-01-25 0:56:10,R_5dbfR5SOpBQ7O1C,anonymous,EN,2,5c7cf8b58ca9000001b52f6e,,3,-1,2,1,1,1,3,1,2,1,1,1,2,3,2,1,1,3,2,1,2,2,3,1,4,4,4,4,,,,,,,,,,2,3,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,3,2,1,2,24,1.203,25.128,25.812,10,4,4,4,4,It was about racial inequality between blacks and whites and how whites have historically gotten preferential treatment. ,,2,2,2,2,3,3,3,3,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,4,4,3,2,2,3,2,2,3,3,3,3,2,3,2,2,4,4,4,5,5,5,5,3,3,2,4,5,5,2,2,1,1,1,1,1,0,1,1,4,4,4,5,5,5,4,6,7,7,7,1,7,7,5,5,2,2,5,5,2,5,1,1,2,3,5,3,70,2,2,2,2,"I thought it was accurate and inaccurate at times, but I do not think blaming a race for all your wrongdoings is a healthy way to live.","Nearly everyone is, but not everyone wants to be told they are a problem or have an easy life because of their skin.",I do not believe I am responsible for any of the issues.,"My community is nearly all white, but nobody has any bad feelings towards other races.",It is not something we think about. We simply try to be kind and respectful to all people regardless of what they look like.,"No, it is not a cause that people champion or spend time on. However, all of us would not treat anyone different due to skin color because that is how we were raised.",32,1,2,1,,5,1,,21,,,,,,,,,,5
241,2024-01-25 0:56:38,2024-01-25 1:26:25,0,100,1787,1,2024-01-25 1:26:26,R_60U7WqhZORMUqWj,anonymous,EN,2,5eb199a14e303b0c423895d9,,1,-2,1,3,3,3,4,3,2,4,3,3,2,4,1,3,2,2,1,3,4,3,2,3,5,6,5,7,,,,,,,,,,3,2,3,3,3,3,4,3,2,4,3,3,2,3,1,3,2,2,1,4,4,19,9.782,18.56,19.117,6,6,6,6,6,"Studies have shown that there is a financial disparity between white people and Black people. The disparities grow between educated and uneducated groups of white and Black people, particularly in savings.",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,,7,7,7,4,4,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,1,2,1,1,2,1,1,1,1,5,5,5,5,4,1,3,1,6,6,6,2,1,5,1,3,2,7,5,4,6,2,4,6,6,6,1,1,5,7,5,1,3,2,6,1,1,1,95,3,6,6,6,I think the financial disparities in the U.S. are disappointing and we should work to sort them out. ,"The white Americans I spend time with are concerned and strive for equality, but I live in a rural area in a Southern state and many of the people in my area perpetuate racist ideologies. I think a lot of people are concerned, but there is a very loud portion of the U.S. that would rather stay in the past.","I don't believe that I am personally responsible for financial inequity, as I am generally a low income earner without a college degree with parents and grandparents who also do not have college degrees. In the research I've done into the topic in the past, it's clear that the responsibility lies with the older generations who have hoarded wealth.","The people in my immediate community such as my friend group actively work to address racism, however the community in the area where I live is rural and generally conservative, so they are not actively working to address racism. The people in my area do not believe there is racial inequality.",My social circle prioritizes combating racial inequality a great deal. We frequently discuss social issues.,"I wish I could say that I did, but I don't. Once I leave my social circle and interact with the general community near me, I am quickly disheartened by the lack of racial awareness.",27,1,2,2,,0,2,,21,,,,,,,,,,5
242,2024-01-25 2:47:19,2024-01-25 3:17:07,0,100,1787,1,2024-01-25 3:17:07,R_7YYvj7XNtCqyz1n,anonymous,EN,2,64d5219df0415c9a7c609c19,"education evens the playing field for everyone . the salary difference between black and white with same education is very similiar , the big difference in income is between the educated and uneducated.",4,2,4,1,1,1,1,1,4,1,2,1,2,3,4,1,1,1,3,1,3,4,4,1,4,6,5,6,,,,,,,,,,4,4,1,1,1,1,1,1,4,1,2,1,2,3,4,1,1,1,3,1,2,7,11.702,26.811,27.774,8,6,4,4,4,,,3,3,4,4,2,3,3,4,2,6,5,3,6,4,6,4,5,5,5,4,7,6,6,4,4,2,4,4,1,1,1,3,3,3,4,4,5,4,3,2,3,4,5,4,5,4,5,4,2,1,4,5,4,5,5,1,1,1,1,1,1,2,2,6,1,1,6,2,2,2,6,6,6,6,1,6,7,5,6,2,1,6,7,5,1,4,3,6,1,1,1,90,2,1,2,2,"i would actually like to see the numbers for people in the 20's AND 30's because i think a college degree has very little value now , and according to your numbers it was almost a 50,000 dollar difference.","some are some are not , and many just do not think about race at all and have friend of all race and ethenic , and it is not something that we even think about.","im not , it was about education , and that falls on the colleges vastly over paying professor who can not make it in the real world so they teach.","so do so dont , some do not care , and some do it naturally because they have friends from all parts of the community.","none , i have friends from all races , but it is not bevcause im trying to be a liberal social justice warrior , people are just people .",no,48,1,5,2,,4,1,,21,,,,,,,,3,,
243,2024-01-25 0:46:41,2024-01-25 1:16:54,0,100,1813,1,2024-01-25 1:16:54,R_60EdZTtgs0jHcqJ,anonymous,EN,2,5f32e17a994ab90905935b3a,"Well we'll be looking at the income gap between white people and black people, and it looks like education plays a role according to the text. ",1,-1,2,3,2,2,4,,1,3,2,3,2,3,1,4,2,3,1,3,3,1,1,3,4,4,5,3,45,5.558,51.027,53.413,17,3,3,3,2,1,1,3,3,3,3,3,3,1,4,1,2,2,1,1,2,2,3,1,2,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,7,7,1,7,2,2,2,3,4,4,3,3,4,4,3,3,1,1,3,5,1,2,3,2,5,1,1,2,1,1,1,1,1,5,5,2,1,3,2,1,1,4,1,4,3,1,5,3,3,3,6,4,6,6,2,4,6,3,3,4,4,3,4,3,1,3,3,5,3,2,2,50,4,6,6,2,I was thinking it doesn't sound entirely accurate but it made me feel bad about the state we're in that this kinda inequality is still even a thing or that people keep pretending it's not real.,"Not very, it's not really something a lot of white people think about, their race and the role it plays in the world around them that is. It's like sexuality, if you never question things how do you even know?","Me myself? No. Any single white person? No. Every single white person? No. None of them are, is a systemic issue. We're all cogs in a big shitty uncaring machine, a machine set into motion many years ago and we fail to upkeep.","In mine specifically, as in the local area, not very much. We're in a rather poor area so we have other things to worry about. Food, rent, etc... But online groups for the area and local political movements seem to be pretty concerned as we have a large black and Hispanic population here.","A fair amount. I mean, it's important for us all to be on the same page but it's not like a major thing I suppose.","Not really, lotta small groups pushing for things in different ways, no real uniform shove.",24,1,2,2,,1,4,"Male, questioning.",21,,,,,,,2,,,
244,2024-01-25 0:33:59,2024-01-25 1:04:14,0,100,1814,1,2024-01-25 1:04:15,R_5afgE3w8dy9P3ep,anonymous,EN,2,599eaf0fbfd73c00010ea24e,Income disparity between white and black people aged 65 and older is trending towards more equitable.  This trend shows a positive correlation to those adults in that age range who have achieved some advanced education.  Promoting equitable access to education would likely decrease the racial income disparity further. ,3,1,3,1,1,1,2,2,3,2,3,1,1,2,3,1,1,1,3,1,3,1,1,3,3,3,3,3,44,11.338,23.738,24.538,5,4,2,1,4,1,1,3,1,1,1,2,2,3,1,3,1,1,3,3,1,1,1,3,1,3,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,3,7,7,7,7,3,1,2,1,4,4,5,3,1,5,3,1,1,1,1,5,1,2,1,1,1,1,1,2,2,1,1,1,1,5,5,3,2,3,2,2,1,6,3,6,2,4,5,1,1,1,6,4,4,5,1,1,5,4,5,2,2,4,6,2,1,1,1,2,1,3,2,75,1,5,5,6,"It didn't have enough information about the sources of its claims to formulate a real opinion.   I would like to validate the information contained in the article before deciding how I feel about it.  It seems like an idea (that higher education leads to more equitable income between racial groups) that feels like it would be true, but that could be my own bias and I wouldn't be likely to come to a conclusion about it without looking into it further. ","I don't think white Americans are a homogenous group with one level of concern on the subject.   Some are very concerned, some are apathetic, some are actively hostile towards the idea of racial equality.   Generally I think people would like to achieve the live and let live model, but that's not an absolute and I wouldn't venture a guess as to whether it was even a majority of white people, though my instinct says at least a basic majority of people would like to see less division among races in all aspects of social affairs.  ","I think I do bear responsibility, but just at the level of trying to understand and ameliorate my social biases and speak out when the subject arises.  I don't feel like I have any power to create or eliminate systemic outcomes, so it feels difficult to accept that I am fully responsible for things I would change if I could. ",I think most people in my rural southern KY community are actively trying to promote racism and do nothing to try to decrease it. ,My group of friends appreciate diversity and differences and I wouldn't be friends with anyone who didn't. ,"Not only do I not perceive that, I perceive the opposite.   ",45,1,5,3,,0,2,,21,,,,,,,2,,,
245,2024-01-25 1:27:37,2024-01-25 1:57:53,0,100,1816,1,2024-01-25 1:57:54,R_1QWzUCjSCKIkFLn,anonymous,EN,2,63d2a4b549eb02187fd40092,There's progress between Whites and Blacks annual income levels with the same level of education. Education plays a significant role in bridging the income gap on older adults as we continue our efforts in educational opportunities for all reducing racial disparities. ,4,2,4,1,1,1,1,1,4,1,3,1,4,3,4,2,1,2,3,1,3,3,4,1,5,2,5,6,,,,,,,,,,3,4,1,1,1,1,1,1,4,1,3,1,4,3,4,2,1,2,3,1,3,11,9.385,21.35,21.866,7,7,7,6,7,,,3,2,3,5,4,4,2,2,2,2,2,3,6,7,6,6,2,2,2,2,7,7,7,6,5,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,3,4,2,3,4,4,4,2,2,2,2,2,2,5,4,1,2,1,1,1,0,5,2,6,3,3,6,3,3,3,5,6,6,6,2,6,6,6,6,2,6,6,6,3,2,3,2,5,2,2,2,75,2,2,1,3,We're showing progress in balancing income equality with people who have the same level of education which is a positive sign for society and the right step forward. ,I believe most are concerned but there are still some who hold prejudice views. ,I don't think i'm personally responsible for anything in the article except for my own level of education that I seek out. ,"They actively show concern in society, social media and businesses. ",They show a high importance that equality is a goal we need to achieve. ,"Yes, we show commitment to spread awareness together. ",38,1,2,1,,4,1,,21,,,,,,,,3,,
246,2024-01-25 0:01:11,2024-01-25 0:31:34,0,37,1822,0,2024-01-25 13:43:08,R_3Dx9KTgjDLGpYLp,anonymous,EN,2,592bb32c943e670001cde123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
247,2024-01-25 0:28:50,2024-01-25 0:59:23,0,100,1832,1,2024-01-25 0:59:23,R_68q2ZLLnyLqqQEh,anonymous,EN,2,59d8ae913e5ea00001e1d05f,"Amongst college graduates there is little difference in income for blacks and whites. However, the income gap is greater among those without a high school diploma.",3,1,3,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,1,3,3,3,1,5,6,5,6,,,,,,,,,,3,3,1,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,1,3,7,2.401,27.873,28.937,8,7,5,4,4,,,1,1,1,1,1,3,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,5,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,0,7,1,7,1,1,7,1,1,1,7,4,4,4,1,4,4,4,4,2,2,5,5,2,5,1,1,2,1,5,3,100,1,1,1,1,I think it is sad that any one group makes more money than any other group. It does bring a little relief that those differences in pay are minimized with education.,Not very concerned.,"Not at all. Everyone in the article makes more money than I do, so they are all affluent in my eyes.",Not at all.,A little importance. We call out inequality when we notice it.,No.,35,1,3,2,,0,1,,21,,,,,,,,3,,
248,2024-01-25 1:15:11,2024-01-25 1:45:45,0,100,1833,1,2024-01-25 1:45:46,R_7Xh66M0GzOzgY5H,anonymous,EN,2,636548d16d8486ac6e2c9332,,1,-1,2,1,1,1,1,1,3,1,1,1,3,3,3,2,1,1,3,1,3,4,3,1,6,7,6,6,,,,,,,,,,4,3,1,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,3,18,10.986,18.568,20.334,6,6,6,6,6,,the cost of living has increase for both low income areas and high income areas,4,4,4,4,3,4,4,3,5,5,6,5,5,3,3,4,2,2,3,3,6,6,3,5,4,4,4,4,4,4,3,3,3,3,4,4,2,2,2,3,2,2,2,2,1,5,2,4,4,2,1,1,4,3,1,2,6,1,1,1,1,5,5,5,5,5,1,5,5,5,2,6,6,6,1,6,6,5,5,3,2,5,6,4,2,2,2,2,2,2,2,85,5,5,5,4,i feel that income should be equal across board,"u am very concerned , some people are teaching their kids how to be racist",i am not responsible for what happens in united states of America,we join most movements concerning other races,the people i work with or interact with are never racist,"yes , we help people irrespective of their race",44,1,5,2,,0,1,,21,,,,,0,,,,,
249,2024-01-25 1:52:20,2024-01-25 2:23:03,0,100,1842,1,2024-01-25 2:23:03,R_3s5qYOypbmI6p2T,anonymous,EN,2,6475f1d696be138189f68303,,3,0,3,2,2,2,2,2,4,2,4,2,4,4,4,2,2,2,4,2,4,4,4,1,5,5,5,5,,,,,,,,,,4,4,1,2,2,2,2,2,4,2,4,2,4,4,4,2,2,2,4,2,4,7,5.355,8.28,9.596,5,6,6,6,6,"A Kaiser Family Foundation (KFF) study underscores a pronounced wealth gap between White and Black Americans, notably in savings and home equity, with historical roots. Importantly, a substantial portion of wealth for older Americans is intricately tied to housing value.",,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,4,3,2,3,2,1,4,4,4,4,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,70,4,4,4,4,,,,,,,63,1,6,1,,5,2,,21,,,,,,,,,,5
250,2024-01-24 23:36:20,2024-01-25 0:07:22,0,100,1862,1,2024-01-25 0:07:23,R_62eR0kShI8lcpEv,anonymous,EN,2,652eba765a354b18c33ce55d,,1,-2,2,4,3,3,4,1,3,3,3,4,2,3,2,3,2,4,1,3,4,2,3,2,4,3,3,4,,,,,,,,,,3,3,2,3,3,3,4,1,3,3,3,3,1,4,3,3,2,4,3,3,4,39,2.248,32.787,34.102,20,5,6,6,6,,"The average income percap in The US varies by a large margin from place to place. Tech and biz hubs on the coast are quite high. Middle country plain states and lower population areas are very low. In the past two decades, inflation has made this far worse. ",2,2,1,1,1,4,2,2,2,2,1,2,2,6,6,6,2,4,2,2,6,6,6,4,2,2,4,4,5,4,4,4,4,4,4,4,2,2,4,4,2,4,3,3,2,3,3,4,2,1,2,3,2,5,5,1,1,1,1,1,1,5,1,5,3,4,7,4,3,4,5,5,4,5,1,4,6,3,3,3,3,4,4,3,4,1,1,2,2,4,4,85,1,1,5,3,Inequality came on soo quickly that we did little to combat having little time. People were too caught up in competition to step back and see where it was leading.,Some are but the vast majority merely think about it in passing. I live in a small white town and when a Mom of black twins accused our schools and children of being racist my neighbors were just horrified someone would say that. Many of these neighbors I'm quite sure were completely unaware that there were black children in school.,Very very little,Oooops jumped the gun on this one. We are now addressing this thru education.,Strongly,Now I do,51,1,4,4,Libertarian,5,2,,21,,,,,0,,,,,
