ParticipantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,BA_1,BA_2,BA_3,BA_4,SE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,spwtime_First Click,spwtime_Last Click,spwtime_Page Submit,spwtime_Click Count,attentioncheck_nb,discrepancy_nb,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,credibility,objective,valid,useful,rl_product_choice,rl_shop_intentions,rl_purchase,rl_wom,rr_product_choice,rr_shop_intentions,rr_purchase,rr_wom,attentioncheck_b,discrepancy_b,SE_2,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,nobias_white,nobias_black,bias_white,bias_black
241,2023-10-22 23:20:59,2023-10-22 23:31:02,0,100,603,1,2023-10-22 23:31:03,R_2YtdutxKsBGFood,anonymous,EN,2,6535260d07f5ab7facad878d,2,5,6,6,4,1,1,1,4,1,3,1,2,1,2,2,3,1,1,3,3,,,,,,,,"27C1216,22C745,21C818,20C823,25C697,21C664,24C1100,18C803,28C815,19C761,23C769,26C766,20C661,26C683,18C662,17C764,23C683,25C747,19C646,27C602,END","14C958,16C661,5C620,2C677,6C905,11C618,5C805,8C1267,12C677,12C581,10C637,3C659,1C602,15C637,7C578,9C579,10X1203,4C699,4C557,13C583,END","24C755,5C738,17C627,3C612,28C791,12C654,21C669,10C685,18C506,1C586,26C788,13C665,20C491,11C571,27C562,2C615,19C578,6C639,25C621,9C556,END","22C547,6C569,20C573,13C680,25X860,3X1051,17C560,9C602,18C533,14X714,21C557,13C598,21C478,2C550,27X718,3C666,18C487,10C660,24X773,12C707,26X1003,11C602,28C941,6X596,19C665,8X927,28C638,15C630,26C595,1C563,24C636,4C523,23C556,7C453,19X969,12C715,17C514,5C914,23C1202,16C708,END","13C481,1C655,8C576,14C635,15C584,4C484,10C510,6C666,8X919,14C738,7C560,11X911,3C966,1C517,6C476,9C620,3C581,16X725,6C547,16C608,12X880,9C675,9C581,1C583,14X879,13C582,4C556,2C606,7C487,3C458,10X698,5C609,11C478,16C466,2C554,15C575,10X816,12C624,5C523,8X689,END","23C625,10C757,22C707,12X989,26C849,11C2063,17C866,5C926,19C511,7C627,25C677,2X879,24C1158,15C650,18C597,4C433,20C585,6C657,28X832,16C783,END","27C639,12C752,18C496,9C581,19C640,7C529,19C506,10X928,26C1015,12C783,23C574,2C534,27C657,8X1221,18C770,15C1322,28C490,15C554,20C594,3C439,23X728,11C787,17C792,5X1106,22C774,16X908,24C1178,13C711,21C623,5C418,26C607,4X950,24X1140,6C970,25C922,2X1242,20C915,14X1130,17C757,1C940,END",,,,,,,,,,,,,,,0,0,2.51,0,4,4,1,1,1,4,1,3,1,1,1,1,2,3,1,1,3,3,3,3,4,3,23,6,5,4,,,,,,,4,22,1,5,2,,1,2,,21,,,,,0,,,
242,2023-10-22 23:24:44,2023-10-22 23:37:47,0,100,783,1,2023-10-22 23:37:48,R_2PvaAtOzWu7zPBn,anonymous,EN,2,60d29dcc8ee32f63b359d02d,2,3,2,3,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,,,,,,,,,,,,,,,"22C1550,25C986,18C819,23C1090,17C930,24C994,18C842,21C977,23C993,22C941,27C907,28C777,21C859,28C896,19C902,20C890,24C855,26C805,17C944,26C1105,END","12C1515,9C1099,5C753,5C956,15C865,4C1039,1C1021,11C1014,14C781,7C830,16C911,2C1353,13C868,8C1083,3C782,15C863,6C947,7C937,11C961,10C779,END","28C1263,13C1380,19C1214,1C1388,24C1153,8C1289,27C1487,6C1215,22C1198,9C1164,23C1025,14C1300,21C958,2C999,17C916,7C981,26C987,11C1015,20C939,15C916,END","21C1836,16C1013,21C1202,5C836,28C852,4C854,19C1200,15C1097,18C1039,13C1221,19C905,9C996,20C793,12C859,22C786,1C843,18C816,4C890,24C893,10C939,17C934,9C1349,23C1893,11C1017,27C870,3C744,23C898,3C965,17C1066,6C808,25C971,7C1294,24C948,11C1193,25C990,2C999,26C924,8C1074,26C771,14C878,END","1C1569,7C1328,14C994,6C908,11C1176,2C698,14C872,8C820,11C979,9C1108,13C799,15C828,15C734,1C1334,13C957,2C763,8X3263,5C1208,16C1013,4C935,12C988,10C1087,4C802,8C852,16C889,13C1256,14C984,15C859,3C919,4C1088,1C873,10C1006,10C911,9C899,3C856,6C858,3C879,5C726,12C841,7C912,END","25C1113,3C675,22C957,16C976,19C839,10C758,26C842,7C694,27C923,11C1141,20C931,4C972,28C1028,8C1198,21C818,15C684,23C875,5C1835,17C1031,14C965,END","19C1109,16C1172,26C923,4C654,21C812,5C712,23C842,14C922,18C964,16C1362,22C853,14C743,18C747,3C904,24C887,2C1071,25C831,6C744,28C789,10C829,24C814,12C1300,20C947,8C1386,22C804,3C824,28C941,7C946,25C848,9C1017,20C858,5C954,23C1584,11C1055,19C937,1C983,17C896,13C1916,27C888,15C1096,END",,,,,,,,0,0,2.606,0,4,4,3,3,3,3,4,3,2,3,2,2,3,2,2,4,3,2,4,4,3,3,,,,,4,5,5,5,,,4,38,1,5,2,,2,2,,21,,,,,,1,,
243,2023-10-22 23:28:50,2023-10-22 23:39:50,0,100,658,1,2023-10-22 23:39:50,R_1l5W532i9PPBLpX,anonymous,EN,2,63b7b5bf3dc8c6b0823fd80c,6,2,1,7,4,3,1,2,3,1,4,1,3,1,2,4,4,1,1,1,4,"22C776,27C887,25C826,28C1045,23C900,19C684,18C661,18C603,20C719,23C802,21C804,17C843,26C742,28C770,27C760,26C761,22C629,17C654,21C654,24C841,END","13C2364,10C912,11C871,5C955,6C623,12C931,4C660,14C736,1C653,16C763,4C620,8C693,3C582,2C568,16C626,2C634,9C806,12C733,15C667,7C754,END","18C597,6C719,19C601,14C824,24C1094,5C1451,22C734,7C658,21C614,10C700,27X2534,11C1112,23C698,9C935,20C946,8C1119,25C781,1X3158,28C1141,16C880,END","25C878,4C1129,26C2672,8C1015,17C1334,5C1056,21C897,1C742,24C758,3C713,19C730,14C1691,19C826,16C876,23C816,10C914,17C876,1C1022,27C842,7C911,21C789,9C815,24C761,13C975,22C642,15C795,27C773,12C824,22C697,15C862,25C699,7C778,26C744,11C723,20C733,2C699,18C797,6C930,28C746,16C876,END","16C1351,9C798,10C746,4C627,12C797,2C732,13C799,12C647,5C606,6C748,13C677,5C741,16C624,14C787,4C711,10C657,8C778,4C644,9C747,11C673,3C612,15C633,5C796,3C739,12C720,7C701,1C726,3C792,2C644,1C696,8C689,13C2009,11C797,7C873,9C1632,10C742,6C730,14C787,2C746,15C737,END","17C1672,14C625,22C518,10C789,20C544,13C631,28C844,1C674,25C708,3C620,19C843,7C996,23C637,2C655,21C602,6C700,27C712,16C732,24C758,12C904,END","22C2633,9C1883,24C701,7C1010,23C670,12C734,27C789,9C867,17C796,13C637,26C681,6C811,28C628,15C767,21C886,3C865,20C809,13C721,25C747,7C1638,19C621,5C805,23C662,2C687,28C697,10C758,24C627,11C662,20C630,4C571,22C762,4C753,21C625,16C794,27C668,1C676,18C622,8X1595,17C864,14C951,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.507,0,,,2,1,1,1,1,4,2,4,2,2,4,4,2,1,1,4,6,6,6,6,17,6,6,6,,,,,4,4,4,51,1,6,1,,6,1,,21,,,,,,,2,
244,2023-10-22 23:39:57,2023-10-22 23:40:37,0,100,40,1,2023-10-22 23:40:38,R_33mC8T6fsTzaPqr,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2023-10-22 23:37:25,2023-10-22 23:48:41,0,100,675,1,2023-10-22 23:48:42,R_1luuKdwTMgB0kSZ,anonymous,EN,2,5d37569b796b4600012c0c78,2,2,3,2,1,2,3,3,4,2,3,1,4,1,1,3,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,"25C1063,27C776,17C816,19C669,25C747,26C678,24C759,20C681,23C696,27C667,18C635,19C781,20C684,17C569,23C679,22C802,21C700,28C701,28C647,22C562,END","5C1263,6C677,7C663,15C737,15C622,14C797,2C693,16C689,3X850,13C924,12C721,9X1537,10C761,1C608,11C652,4C613,3C660,10C645,2C639,8X1160,END","21C958,16C1320,24C727,8C819,28C1146,6C956,19C698,7C791,17C801,15C725,27C709,14C908,18C644,5C654,26C754,11C739,23C686,3C760,22C647,10C854,END","19C612,13C708,21C523,14C611,18C482,10X1068,28C741,15C555,23X955,4C715,18C598,6C794,25X934,7C699,17C602,8C711,26C634,10C600,24C671,11C656,20C691,2C682,17C631,8C703,23C661,16C635,27C779,3C601,27C592,7C601,19C573,12C662,28C680,1C673,26C625,5C665,20C519,9C614,22C558,15C606,END","11C663,2C620,13C712,7C659,4X1157,2C535,15X834,11C691,6C661,7C659,6C615,14C692,11C550,16C543,7C547,3C571,1C568,12X883,8C597,10C736,9C716,3C729,8X1182,16C723,12C725,4C579,14C634,16C666,13C653,5C576,10C635,2C1109,1C1000,5C515,3C741,13C514,9C638,1C568,15C587,9C537,END","25C784,11X1442,18C766,12C951,20C808,15X1385,28C860,8X1205,19C758,2C1094,21C597,7C837,23C661,13C677,17C703,6C1289,27C626,1C1536,26C995,10X1521,END","19C652,9X1375,23C788,15C777,25C649,14C627,17C670,16C640,25C658,2C677,26C698,4C704,28C783,9C759,23C634,1X1100,28C721,11X1486,20C682,12X1189,19C791,2X1271,22C1029,6C1331,24C907,8C756,20C770,10C867,27C705,1C711,21C597,3C787,26C727,5C704,21C626,7C719,22C599,13C704,18C634,13C927,END",0,0,2.509,0,,,3,4,4,4,2,3,1,3,2,1,3,3,3,2,4,2,1,1,1,1,,,,,17,7,7,7,1,4,1,31,1,2,2,,0,2,,21,,,,,,,,3
246,2023-10-22 23:50:05,2023-10-22 23:50:09,0,100,4,1,2023-10-22 23:50:10,R_3jTFWWrUr9SHuPF,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2023-10-22 23:37:14,2023-10-22 23:53:47,0,100,992,1,2023-10-22 23:53:48,R_ANB8PdTGyu6DmOB,anonymous,EN,2,6504a775636afd749ad196ea,2,4,4,4,1,3,2,3,4,4,3,4,3,2,2,3,3,3,3,4,2,"27C1995,26C1045,18C864,24C874,25C808,20C794,25C843,22C752,21C772,23C838,19C1129,17C1152,28C889,26C848,17C899,24C831,18C808,20C1008,27C961,22C727,END","14C1821,13C1116,11C813,1C852,6C814,16C770,5C750,5C650,2C713,3C678,3C658,15C737,7C725,9C1074,10C1024,16C738,12C724,8C875,4C633,10C872,END","21C1841,11C1316,26C1035,3C924,23C997,2C1014,28C894,12C911,24C969,5C813,17C848,15C894,22C823,1C991,19C958,16C848,20C879,9C1381,27C846,6C782,END","22C751,9C816,28C968,11C920,27C833,1C748,20C777,6C844,23C878,16C1161,25C871,11C894,24C997,2C806,26C841,13C841,19C715,4C826,19C699,8C724,18C1378,5C737,27C787,3C787,21C916,3C843,25C811,6C784,28C846,12C888,26C797,10C828,17C743,15C752,22C742,7C898,18X1210,14C882,20C799,14X1557,END","5C1310,3C694,13C796,12C708,10C680,4C632,8C848,4C687,8C707,5C625,1C671,11X952,9C1234,14C751,15C612,11C716,8C813,1C645,14C764,7C857,12C747,16C750,6C1085,9C769,2C963,16C713,3C752,2C778,10C791,7C694,15C795,3C1026,5C938,9C792,11C775,13C927,6C704,4C845,14C867,13C875,END","19C870,13C808,21C718,6C781,26C1072,4C794,28C797,1C792,22C847,9C720,18C640,11C606,27C704,16C781,17C1239,7C875,25C899,5C1162,24C825,14C728,END","17C1067,14C668,24C769,6C768,22C661,8C709,21C711,9C735,27C672,7C755,28C764,1C637,20C643,4C1278,26C818,5C725,17C659,10C637,28C786,16C674,22C875,13C645,18C821,2C1035,27C1389,4C868,23X1113,14C778,20C802,12C979,23C791,6C1291,25C778,3C1142,26C775,10C756,19C926,11C700,21C669,15C762,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.517,0,2,4,4,2,3,4,4,2,3,2,2,2,2,2,4,3,4,2,3,6,4,5,,,,,24,4,4,4,,,1,24,1,5,3,,1,2,,21,,,,,,1,,
248,2023-10-22 23:40:01,2023-10-22 23:54:32,0,100,870,1,2023-10-22 23:54:33,R_1CvH0ssUmIWG7ik,anonymous,EN,2,56d9f54b610fc0000bb76e8d,7,1,1,7,3,1,1,1,3,1,4,3,2,3,2,2,2,3,1,3,3,,,,,,,,,,,,,,,"22C1264,23C913,26C1068,28C893,18C834,18C715,22C759,17C1019,20C847,27C935,19C770,21C764,25C791,25C698,28C736,17C814,24C810,19C832,26C698,23C724,END","12C1186,8C870,6C950,4C751,14C773,6C679,2C703,11C654,3C729,11C753,13C667,15C709,5C755,10C810,16C657,1C611,16C684,9C943,5C849,7C803,END","21C942,9C3165,18C983,5C1155,20C1302,10C1235,23C813,6C1000,26C939,16C855,27C767,3C828,22C688,8C1064,25C766,4C998,19C641,15C917,28X2488,13C802,END","21C743,4C842,26C718,9C967,18C617,14C998,22C691,7X4386,22C710,1C836,20C816,6C777,19C757,12C747,21C759,10C790,25C779,16C684,25C741,8C875,26C697,11C783,17C732,8X1915,24C899,5C827,28C895,9C847,27C871,13C790,17C836,2C1178,27C809,15C849,20C746,14C1034,23C797,3C793,24C905,3X1556,END","7C1153,16C783,6C790,11C875,2C949,2C669,12C771,3C704,8C816,5C769,15C664,4C614,4C531,12X1093,1C820,9C1041,6C683,14C723,10C851,16C745,6X1004,4C690,8C605,12C565,5C664,11X1286,13C880,3C712,10C1126,15C848,13C671,16C646,14C781,11C803,15C777,2C660,3C880,7C704,1C782,9C666,END","21C1182,7C1335,20C912,11C1107,26C783,9C797,17C638,10C843,18C589,15C673,24C702,16C667,25C657,3C644,27C682,1C625,28C599,4C604,22C690,8C640,END","17C831,14X1095,25C587,6C1112,27C642,11C865,19C601,3C635,22C695,1C633,23C716,10C801,24C678,2C865,25C645,5C697,26C628,10C775,26C652,13C815,20C624,7C702,20C787,16C664,17C744,9X865,23C676,5C620,18C620,15C930,28C799,4C666,18C652,15C754,19C617,7C677,21C539,8C889,24X991,12X948,END",,,,,,,,0,0,2.523,0,,,1,1,1,3,1,3,3,2,3,2,2,3,2,1,3,3,5,6,5,4,14,4,4,4,,,,,1,1,4,53,1,5,1,,5,1,,21,,,,,,,2,
249,2023-10-22 23:50:19,2023-10-22 23:58:42,0,100,502,1,2023-10-22 23:58:45,R_1hGRj6k4KtkSkOh,anonymous,EN,2,650a24860779957d20c2ca97,5,6,3,3,4,2,1,3,4,2,3,2,4,3,2,3,1,2,2,3,4,,,,,,,,"21X6224,19C1219,24C915,25C775,28C1248,27C502,26C471,20C1171,26C969,25C1111,28C857,21C757,22C844,17C773,18C792,18C576,19C666,27C707,23C838,22C667,END","10X3745,14C1009,10C1185,6C985,5C861,7C679,1C697,12X1094,11C769,9X1416,13C613,2C1087,1C886,4C673,16C764,3C766,8C967,2C990,15C786,14C822,END","17C3513,5C2278,26C909,10C1221,27C733,13C847,28C1080,8X1454,23C645,2C811,19C695,11C975,21C659,3C805,24C887,12C741,22C716,9C395,18C590,6C815,END","18C828,6C686,27X1043,15X1141,17C840,14C662,22C504,11C669,28X1051,2C1115,25C846,9X1773,28X1047,5C1233,24C701,1C654,26C590,13C693,22X799,12C600,21C460,14C1274,26X833,3C929,25C798,8X1231,23C535,16X757,20C618,3C642,18C569,10C1047,20C743,12C706,27X768,2C768,19C618,7C674,17C787,4C622,END","15X2137,15C655,16X1570,14C341,11C581,1C333,8X1550,9X1154,2C2766,12C948,6C812,7X1263,13C1134,13C604,14C764,11C524,5C796,2C612,4C504,3C479,16C718,10C838,1C991,12C824,9C2215,5C1552,16C875,8X1856,5C932,8X1107,9X1099,7C1155,11C858,10C5738,6C1230,3C731,1C547,15X902,6C716,4C856,END","22C2452,1X2753,18C773,2X1024,27X4065,6X2035,17C1763,9X2548,19C2093,8X2076,25C1062,3X1345,28C2387,14C2739,23C2620,12C3078,26X2255,13C3757,21C1392,11C1601,END","21C3073,13C1451,23C2075,14C2056,27X1905,11C4059,24X1517,13C2772,26C1408,2X2781,19X1212,15C1785,26C1853,3C4236,25C1575,4C1353,25X1630,9C1761,20C1359,9X3885,21C1367,6C2130,19X2135,7C935,18C2362,4C1681,24X1408,12C2336,18C2012,8X1759,27X1606,5X1018,17C1083,1C470,28C2792,10C3501,22X1134,16C1267,22C1310,3C1238,END",,,,,,,,,,,,,,,0,0,2.606,0,2,5,2,2,2,3,3,2,3,,2,4,2,3,4,2,2,3,4,6,3,4,,,,,24,5,3,6,,,3,27,7,7,3,,2,5,,21,,,,,,1,,
250,2023-10-22 23:52:06,2023-10-22 23:59:46,0,100,460,1,2023-10-22 23:59:47,R_1dgmE6PmYnQreGy,anonymous,EN,2,65216028272b3e939c42f063,1,1,1,7,2,4,4,4,4,4,1,4,2,3,1,4,1,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,"22C1276,21C944,23C677,21C741,19C613,28C696,28C550,23C667,19C657,26C652,18C601,17X1863,26C791,24C835,20C642,25C862,27C652,22C541,17C911,24C775,END","2X2328,16C633,5C648,12C576,1C539,10C635,7C592,9C759,3C614,6C652,13C554,12C880,8C585,14C678,15C651,4C523,11C600,8C656,16C564,4C661,END","27C907,15C671,20C674,11C636,28C629,8C647,18C558,16C451,22C493,12C701,26C596,9C1467,24C652,7C648,17C619,2C1007,23C726,4C567,21C603,6C714,END","19C1254,13C779,22C543,15C593,23C571,11C487,26X939,9C577,27C572,15C545,28C512,16C583,25C641,6C766,21C610,3X912,25C632,14C644,22C695,1C736,28C738,5C613,27C524,10C669,18C560,8C565,19C628,6C695,20C625,7C608,20C577,16C914,24C833,12X821,26C703,2C578,18C531,7C517,17C545,4C517,END","12X2143,14C697,5C585,1C798,13C715,2C664,6C669,11C536,13C1049,6C556,14C1197,8C1023,3C579,2C658,7C1537,9X859,16C486,6C495,8C516,9C450,8C624,11C498,4C419,5C571,4X655,3C445,1C477,16C513,3C603,12C557,15C556,9X826,11C460,13C469,10C489,15C413,10C474,7C626,5C539,14X717,END","26C1218,13X1179,22C1081,11C1421,28C985,2C942,21X1051,9X1916,20X888,5C928,18X832,3X1157,25C801,12X1141,17C967,6X2299,27C917,8X854,23C731,16X1159,END","21C924,12X1090,25C693,16C711,22X880,3C1028,18C700,15X1152,20C723,11C645,28C2232,4C821,28C770,2X785,17C764,8C2349,17C574,14X1442,23C708,9X1481,20C821,10C1045,26C599,1C550,26C660,7C751,21C976,2C998,19C743,8X990,22C595,5C695,23C596,13X1245,24X1118,6X951,27X877,16X833,27C531,12C693,END",0,0,2.618,0,4,4,3,3,1,3,3,2,2,3,1,2,3,3,3,3,2,4,7,1,7,7,9,1,1,1,,,,,,,2,31,1,2,1,,6,1,,21,,,,,0,,,
251,2023-10-22 23:49:20,2023-10-23 0:06:16,0,100,1015,1,2023-10-23 0:06:17,R_1jVYx8eb5CKqG6b,anonymous,EN,2,5e88d8b5ecf1c0567795f842,5,2,6,2,4,1,1,1,1,1,4,1,4,1,2,3,4,1,1,1,3,,,,,,,,,,,,,,,"22C1256,20C949,26C766,26C835,17C858,28C1612,21C1129,27C1508,25C780,18C729,20C674,25C747,18C775,28X3134,23C1163,23C749,24C1970,22C717,19C876,21C703,END","6C1512,12C836,6C1015,14C1777,3C786,2C694,16C847,7C849,7C635,11C921,13C810,1C893,4C1003,15C1163,8C1719,9C3056,5C739,13C756,10C1313,11C1007,END","24C4096,12C2426,21C850,14C1879,22C894,11C1605,26C1163,10C1164,18C1106,15C1812,28C1485,7C1821,17C980,4C1948,19C853,3C1604,25C870,5C985,27C749,1C1204,END","21C1031,9C1263,23C658,16C1319,20C716,14C814,26C663,10C863,19C781,12C2098,21C661,6C1212,20C578,11C683,22C666,7C1179,23C647,15C833,27C638,13C2559,28C604,13C514,19C581,5C697,22C637,8X5203,25C1035,3C893,18C649,2C1355,17C772,5C1346,24C2693,8C1267,24C918,4C1223,25C724,9C896,27C640,1C1301,END","4C982,3C602,14C1368,14C1390,12C667,9C760,3C1214,5C890,15C2027,11C1284,2C754,4C784,10C1003,12C1149,1C848,5C983,8C1302,5C669,10C723,1C886,7C632,9C832,16C694,13C771,7C700,9C855,8C1199,13C2047,6C853,16C930,2C1127,16X1427,4C1248,15C715,13C1707,6C1174,11C1249,6C1969,1C762,14C683,END","18C817,12C695,21C572,10C867,20C403,8C1354,17C605,13C987,27C664,11C1863,25C1496,5C1352,24C851,4C918,23C638,9C759,19C852,2C3016,26C704,6C1776,END","18C661,10C1036,18C613,6C1101,21C633,4C1208,28C666,8C1176,23C559,3C1027,28C553,16C1281,24C874,12C973,26C608,9C844,19C833,13C2903,25C936,7C2003,19C607,14C1305,24C652,12C947,20C992,1C1000,27C774,8C984,20C635,16C975,22C758,15C1357,26C645,7C1454,17C701,5C1369,17C637,2C774,23C653,11X1532,END",,,,,,,,0,0,2.514,0,,,1,1,1,1,1,4,1,4,1,3,3,4,1,1,1,3,2,7,2,2,6,4,4,1,,,,,2,4,4,25,1,5,2,,2,2,,21,,,,,,,2,
252,2023-10-22 23:35:49,2023-10-23 0:09:34,0,100,2024,1,2023-10-23 0:09:35,R_1OqtRXtL8XCIUam,anonymous,EN,2,65293c257003399b27cc1eb5,5,5,5,5,3,2,1,1,3,2,3,3,2,2,2,2,2,3,2,3,2,,,,,,,,"19C1055,25C833,27C804,21C871,17C872,23C859,19C887,23C895,20C886,24C1021,26C970,18C850,21C833,28C896,17C851,18C773,28C817,27C885,26C742,22C755,END","13C2335,5C1016,3C874,10C1009,11C977,5C792,7C921,4C844,1C891,2C909,14C921,12C863,15C850,6C793,8C802,7C755,16C829,11C815,9C1093,14C808,END","23C1007,13C1217,18C1011,12C914,24C867,6C939,28C946,9C1002,20C933,2C1150,21C788,1C1001,19C913,14C1012,25C815,5C855,26C884,15C863,22C875,8C947,END","23C799,15C914,28C857,13C831,20C849,13C897,21C765,10C875,21C814,15C917,22C944,7C991,19C866,6C797,18C845,4C932,26C919,3C904,19C924,8C899,22C903,3C903,26C989,16C1048,27C795,9C1007,25C713,5C824,17C812,4C879,23C766,1C765,24C856,12C854,20C855,11C773,28C765,14C823,24C817,2C1306,END","12C1199,15C855,8C861,13C858,3C862,14C916,11C917,11C719,9C829,14C784,11C960,2C1185,8C862,7C845,5C896,7C1017,6C919,2C917,9C923,9C890,8C940,6C906,16C840,5C931,10C939,3C948,15C990,4C857,1C991,7C840,15C911,12C901,1C1016,4C810,13C851,5C897,10C998,16C894,13C767,2C958,END","25C800,12C759,23C844,13C858,22C827,16C844,20C965,7C1202,24C904,14X1702,18C936,6C1672,21C903,5C756,28C824,8C1105,26C884,4C903,19C908,9C1080,END","28C799,15X1984,19C893,7C1599,27C855,12C852,21C859,11C975,23C928,3C1168,25C1156,16C1014,18C961,14C1018,26C953,6C933,20C953,13C2196,17C764,9X2041,24C1012,10C1501,26C924,2C878,22C945,8C1336,27C854,1C1717,19C1004,5C805,22C832,12C796,18C862,4C744,25C782,11C835,28C876,7C987,21C834,1C1405,END",,,,,,,,,,,,,,,0,0,2.511,0,,,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,4,4,3,3,,,,,7,5,5,5,1,2,3,53,1,4,1,,5,1,,21,,,,,,,,3
253,2023-10-22 23:57:53,2023-10-23 0:10:26,0,100,752,1,2023-10-23 0:10:26,R_2dRRUjvEniCCqkT,anonymous,EN,2,5b134a12bd9c31000156d4e2,3,1,1,1,4,1,1,1,3,1,3,2,1,2,2,2,2,1,1,3,2,,,,,,,,"26C933,17C895,26C829,18C722,17C792,22C663,21C688,19C716,23C720,20C673,24C731,25C813,28C731,25C724,27C694,23C774,27C578,20C771,22C724,19C592,END","13C1627,11C905,10C901,2C806,9C1014,12C743,10C667,7C753,2C666,6C699,14C828,15C902,7C716,12C847,5C758,1C809,3C632,16C635,8X1824,4C651,END","27C936,6C652,20C729,4C643,28C657,11C719,23C712,16C730,17C774,14C773,22C669,3C912,21C773,13C793,18C578,8C701,25C682,15C767,24C779,2C699,END","18C864,10C927,26C794,4C999,24C833,12C757,22C860,13C1046,21C886,16C737,27C669,9C827,17C752,6C816,25C682,7C662,19C745,11C688,23C717,15C826,24C718,5C858,28C852,4C701,20C674,16C704,25C712,2C765,17C966,3C728,21C682,14C696,22C748,9C849,23C766,1C612,26C729,6C606,20C767,8C746,END","16C848,5C676,7C655,2C720,12C659,15C1234,2C697,11C740,8C667,8C668,10C871,13C807,9C1000,5C650,4C640,12X1348,11C653,1C702,2C763,3C726,15C624,14C606,3C595,9C765,5C672,4C611,8C772,15C876,14C648,13C603,6C759,13C658,9C769,10C789,6C555,16C638,14C646,3C747,7C548,1C624,END","27C1184,2C756,20C745,3C1861,21C650,10C897,23C666,14C1270,19C716,11C1288,24C725,5C790,25C1005,7C1126,17C742,13C882,18C721,6C723,28C871,12C652,END","20C967,16C732,22C812,6C731,18C779,8C895,24C821,12C785,17C768,3C731,27C1034,10C949,26C781,15C810,26C792,13C735,21C749,2C699,25C797,13C805,23C1273,4C1058,17C684,7C653,21C707,16C816,18C734,14C888,25C942,11C1152,22C765,1C640,19C718,4C694,23C823,9C813,28C787,5C786,24C812,3C1103,END",,,,,,,,,,,,,,,0,0,2.613,0,,,1,1,1,3,1,3,2,2,2,1,2,2,1,1,3,2,1,4,1,1,,,,,44,4,4,4,1,4,4,40,1,5,3,,1,1,,21,,,,,,,,3
