StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,SE1,public_CSE1,private_CSE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_18,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,SE_2,public_CSE2,private_CSE1,credibility,objective,valid,useful,attentioncheck_gap,control_summary,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control,nogap,gap
2024-01-12 14:55:46,2024-01-12 15:10:52,0,100,905,1,2024-01-12 15:10:52,R_1weaF8CWrus16nv,anonymous,EN,2,62df4a06387d284d36055b04,4,4,1,1,1,1,3,1,4,1,4,1,3,4,4,1,1,3,4,1,3,,1,14,2,3,3,2,3,2,4,3,3,3,2,4,3,3,3,2,2,4,4,4,4,1,6,5,6,6,The white population has an advantage over the black population because of past discriminant rules and methods.,,70,1,3,3,,4,1,,21,,,,,,,2
2024-01-12 15:04:03,2024-01-12 15:11:33,0,100,450,1,2024-01-12 15:11:34,R_3lIOM3Ih1RqL9S1,anonymous,EN,2,5d8186b89d5990001958d771,4,3,2,1,1,1,3,1,4,1,4,1,2,4,4,1,1,1,4,1,2,,4,15,3,1,1,1,2,1,4,1,4,1,2,4,4,1,1,1,4,1,2,4,3,2,4,1,4,5,,The average income varies vastly in different areas but it is important to acknowledge that the cost of living goes hand in hand with this. It is often impractical to move to a place with job opportunities but more often we are seeing Tech Hubs sprout up.,31,1,5,5,,4,2,,21,,,,,0,,
2024-01-12 15:03:12,2024-01-12 15:12:02,0,100,530,1,2024-01-12 15:12:03,R_7WCqm5y1EMGOCul,anonymous,EN,2,653681c1d399b35dd1f194ab,3,4,1,1,1,3,2,2,4,2,3,1,3,3,4,1,1,1,3,1,3,,3,14,2,1,1,2,2,2,4,1,3,1,3,3,4,1,1,1,3,1,3,3,4,1,4,6,5,6,,"The article discussed the differencein economic conditions in higher-income, city center locales versus lower income, more rural locations. It discussed data factors such as inflation, and the rate of change in income in each of these areas.",40,1,3,1,,7,2,,21,,,,,0,,
2024-01-12 15:07:47,2024-01-12 15:12:33,0,100,285,1,2024-01-12 15:12:33,R_6czTiypKQuwUJlH,anonymous,EN,2,62e42aaad0079d2ff8e97597,4,2,1,2,1,1,3,2,3,2,3,2,3,2,3,2,1,3,3,2,1,,3,14,2,2,1,1,4,2,2,4,2,4,3,1,2,3,1,3,2,4,1,4,1,1,5,4,2,2,"The historic practice of redlining contributed to economic disparity between white and black families. Even today, black people on average have less money than white people even when they share the same educational background.",,32,1,4,3,,4,2,,21,,,,,,,2
2024-01-12 15:03:02,2024-01-12 15:13:31,0,100,628,1,2024-01-12 15:13:31,R_5houmsrNSFiXWhm,anonymous,EN,2,63f779111c0c5d6abc36db57,5,3,2,1,1,1,3,1,4,1,4,1,4,4,4,1,1,1,4,1,1,It’s about what the income levels between whites and blacks are closing the gap meaning that education plays a key role for both whites and blacks.,5,16,3,1,1,1,3,1,4,1,4,1,4,4,4,1,1,1,4,1,1,5,2,2,4,4,5,5,,,47,6,3,2,,6,2,,21,,,,,,1,
2024-01-12 14:58:05,2024-01-12 15:14:51,0,100,1005,1,2024-01-12 15:14:51,R_7TNuRKIr5tRGAAS,anonymous,EN,2,592bb32c943e670001cde123,2,3,1,1,1,1,3,2,3,1,2,1,3,3,3,2,2,3,3,1,3,,2,15,3,3,3,3,3,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,2,2,5,5,5,5,Redlining and other unfair housing policies throughout history have made black neighborhoods worth less than white neighborhoods on average. White people have more wealth in their homes than black people on average.,,39,1,5,2,,0,1,,22,22,1 year,2,3,,,2
2024-01-12 14:58:03,2024-01-12 15:17:24,0,100,1161,1,2024-01-12 15:17:25,R_7YPLUyPioXulJg9,anonymous,EN,2,60dbf6f5a1694ed71ee0fd7f,2,1,3,3,3,2,4,3,3,3,3,2,2,3,3,3,2,3,2,2,3,,2,15,2,3,3,2,4,2,3,3,2,3,2,3,2,3,2,3,2,3,3,1,1,3,4,5,4,3,,"In the US, economic prosperity varies based on geographic location. Urban centers have higher GDP versus rural areas, though it is because urban centersaccumulate more, not that rural areas incomes are decreasing.  ",34,1,5,2,,0,2,,21,,,,,0,,
2024-01-12 14:58:58,2024-01-12 15:17:36,0,100,1118,1,2024-01-12 15:17:37,R_3c8gZnq6ftEmj9I,anonymous,EN,2,59949236c825cf0001d7dcdc,4,3,1,2,1,1,2,2,4,2,2,2,2,2,3,2,2,2,3,2,3,,2,13,1,3,1,1,2,2,4,3,2,3,2,2,3,2,2,2,2,3,3,4,3,1,6,4,6,4,"First I only have about $75k in savings right now so they both make more than me, But yes we all know that historically and generally whites make more than blacks,  There is a long history of this.  I am fighting the urge to go off on a tangent with general income equality and how the real enemy of all the people are the ultra-rich.  Also, housing inequality lasted a lot longer than in 1968 it still exists look at New York or the Bay Area. Poor people can't afford to live in those places anymore.  Sorry for going long and off-topic. ",,53,1,5,2,,0,1,,21,,,,,,,2
2024-01-12 15:02:18,2024-01-12 15:18:54,0,100,995,1,2024-01-12 15:18:54,R_5JBRBoxp6G5AJ3z,anonymous,EN,2,6158cd25533cca75a4429fc9,3,5,1,1,1,1,2,1,3,2,3,1,3,3,3,1,2,1,3,1,2,,2,15,2,1,1,1,1,1,3,1,3,1,3,3,3,1,2,2,3,1,3,3,5,1,4,5,5,4,"According to their research, black people have less in savings and home equity than white people of the same education level.",,54,1,4,3,,5,1,,21,,,,,,,2
2024-01-12 15:15:35,2024-01-12 15:22:58,0,100,443,1,2024-01-12 15:22:59,R_7K0ZI5rRGa6Iicy,anonymous,EN,2,5938e042e9b44100013ae891,3,3,2,2,1,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,That racial inequality is made less so when a person has a degree. That it's one way to help make things better for everyone.,3,15,3,2,1,1,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,4,3,4,4,,,38,1,5,2,,2,2,,22,22,1 month,50,5,,1,
2024-01-12 15:30:34,2024-01-12 15:35:18,0,100,284,1,2024-01-12 15:35:18,R_5kAoonYRjw2WwLf,anonymous,EN,2,63d3fa0d6c990bc96e11becf,1,3,1,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,,2,13,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,1,3,1,5,5,5,6,"White people have unfairly had more money than other groups, especially black people.",,48,1,2,3,,4,1,,21,,,,,,,2
2024-01-12 15:33:52,2024-01-12 15:39:59,0,100,366,1,2024-01-12 15:40:00,R_1OOEh8YqFGlV5Zv,anonymous,EN,2,56e6a66af6ed900006a5867c,1,3,1,4,3,3,4,3,3,3,4,2,1,3,1,3,2,3,2,1,4,,2,14,2,4,3,3,4,3,2,2,4,2,1,3,1,4,3,4,2,2,4,1,3,1,7,5,6,,,Income disparities across the US are common. The US tries to address this through infrastructure and other programs.,43,1,2,3,,4,1,,21,,,,,0,,
2024-01-12 15:25:51,2024-01-12 15:42:20,0,100,989,1,2024-01-12 15:42:21,R_5R4Y7lPSnMnlOOl,anonymous,EN,2,5748814f7fd0ec000fb6e5bf,1,3,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,The trends for black and white over 65 are nearly the same. The main difference was those who had a college degree vs those who had a high  school diploma. ,4,16,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,3,6,5,,,48,1,6,3,,4,2,,22,22,2 years,1,3,,1,
2024-01-12 16:27:56,2024-01-12 16:41:05,0,100,789,1,2024-01-12 16:41:06,R_6qKhRQ6G8qfv4Qy,anonymous,EN,2,Shaniya Kendrick,3,4,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,"Individuals, typically white, with a high school diploma and higher education tend to generate a higher yearly income. Individuals who have not received a high school diploma tend to generate a significantly less yearly income. ",2,14,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,5,5,5,5,,,,2,2,5,,0,2,,22,22,few months ago,3 times,8,,1,
